cluster_id,metric_cores,companies,recurrence_count,similarity_scores,unit_family,recommended_action,canonical_provisional_id,canonical_metric_core,low_confidence
cluster_217,bio_medical_waste | biomedical_waste_generated,ITC | Nestle India | Tata Consumer,3,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:222<->Nestle India:nestle_india_new_metric_distance_audit_v2:135:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:222<->Nestle India:nestle_india_new_metric_distance_audit_v2:164:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:222<->ITC:itc_new_metric_distance_audit_applied:439:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:222<->ITC:itc_new_metric_distance_audit_applied:440:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:135<->ITC:itc_new_metric_distance_audit_applied:439:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:135<->ITC:itc_new_metric_distance_audit_applied:440:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:164<->ITC:itc_new_metric_distance_audit_applied:439:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:164<->ITC:itc_new_metric_distance_audit_applied:440:1.000,weight,promote,Nestle India:nestle_india_new_metric_distance_audit_v2:135,bio_medical_waste,False
cluster_218,battery_waste | battery_waste_generated | waste_generated,ITC | Nestle India | Tata Consumer,3,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:223<->Nestle India:nestle_india_new_metric_distance_audit_v2:136:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:223<->Nestle India:nestle_india_new_metric_distance_audit_v2:166:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:223<->Nestle India:nestle_india_new_metric_distance_audit_v2:167:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:223<->ITC:itc_new_metric_distance_audit_applied:432:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:223<->ITC:itc_new_metric_distance_audit_applied:441:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:223<->ITC:itc_new_metric_distance_audit_applied:498:1.000 | Tata Consumer:tata_consumer_new_metric_distance_audit_applied:223<->ITC:itc_new_metric_distance_audit_applied:499:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:136<->ITC:itc_new_metric_distance_audit_applied:432:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:136<->ITC:itc_new_metric_distance_audit_applied:441:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:136<->ITC:itc_new_metric_distance_audit_applied:498:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:136<->ITC:itc_new_metric_distance_audit_applied:499:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:166<->ITC:itc_new_metric_distance_audit_applied:432:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:166<->ITC:itc_new_metric_distance_audit_applied:441:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:166<->ITC:itc_new_metric_distance_audit_applied:498:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:166<->ITC:itc_new_metric_distance_audit_applied:499:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:167<->ITC:itc_new_metric_distance_audit_applied:432:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:167<->ITC:itc_new_metric_distance_audit_applied:441:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:167<->ITC:itc_new_metric_distance_audit_applied:498:1.000 | Nestle India:nestle_india_new_metric_distance_audit_v2:167<->ITC:itc_new_metric_distance_audit_applied:499:1.000,weight,promote,Nestle India:nestle_india_new_metric_distance_audit_v2:136,battery_waste,True
cluster_219,waste_intensity_in_terms_of_physical_output,Tata Consumer,1,,unknown,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:224,waste_intensity_in_terms_of_physical_output,False
cluster_220,waste_recovery,Tata Consumer,1,,weight,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:225,waste_recovery,False
cluster_221,waste_recovery,Tata Consumer,1,,weight,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:226,waste_recovery,False
cluster_222,waste_recovery,Tata Consumer,1,,weight,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:227,waste_recovery,False
cluster_223,waste_recovery,Tata Consumer,1,,weight,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:228,waste_recovery,False
cluster_224,waste_disposal,Tata Consumer,1,,weight,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:229,waste_disposal,False
cluster_225,waste_disposal,Tata Consumer,1,,weight,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:230,waste_disposal,False
cluster_226,waste_disposal,Tata Consumer,1,,weight,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:231,waste_disposal,True
cluster_227,industry_affiliations,Tata Consumer,1,,unknown,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:232,industry_affiliations,True
cluster_228,sourced_from_MSMEs_small_producers,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:233,sourced_from_MSMEs_small_producers,True
cluster_229,location_urban,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:234,location_urban,True
cluster_230,location_metropolitan,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:235,location_metropolitan,True
cluster_231,location_metropolitan,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:236,location_metropolitan,True
cluster_232,environmental_and_social_parameters,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:237,environmental_and_social_parameters,True
cluster_233,safe_and_responsible_usage,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:238,safe_and_responsible_usage,False
cluster_234,recycling_and_safe_disposal,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:239,recycling_and_safe_disposal,False
cluster_235,sourced_from_MSMEs_small_producers,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:240,sourced_from_MSMEs_small_producers,True
cluster_236,sourced_directly_from_India,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:241,sourced_directly_from_India,False
cluster_237,location_rural,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:242,location_rural,True
cluster_238,location_rural,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:243,location_rural,True
cluster_239,location_semi_urban,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:244,location_semi_urban,True
cluster_240,location_semi_urban,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:245,location_semi_urban,True
cluster_241,location_urban,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:246,location_urban,True
cluster_242,data_breaches,Tata Consumer,1,,count,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:247,data_breaches,True
cluster_243,total_amount_of_food_product_recalled,Tata Consumer,1,,unknown,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:248,total_amount_of_food_product_recalled,False
cluster_244,total_notices_food_safety_violation_received,Tata Consumer,1,,count,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:249,total_notices_food_safety_violation_received,False
cluster_245,effective_ownership,Tata Consumer,1,,percentage,keep_provisional,Tata Consumer:tata_consumer_new_metric_distance_audit_applied:250,effective_ownership,True
cluster_246,acquisition_cost,GCPL,1,,monetary,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:1,acquisition_cost,True
cluster_247,business_value,GCPL,1,,monetary,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:2,business_value,True
cluster_248,value_creation_cagr,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:3,value_creation_cagr,True
cluster_249,goodknight_business_acquisition,GCPL,1,,monetary,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:4,goodknight_business_acquisition,True
cluster_250,stake_acquisition,GCPL,1,,monetary,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:5,stake_acquisition,True
cluster_251,sales_from_direct_distribution,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:6,sales_from_direct_distribution,False
cluster_252,warehouse_footprint,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:7,warehouse_footprint,False
cluster_253,lead_times,GCPL,1,,ratio,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:8,lead_times,False
cluster_254,emission_intensity,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:9,emission_intensity,False
cluster_255,net_zero_commitment,GCPL | Nestle India,2,GCPL:gcpl_new_metric_distance_audit_v2:10<->Nestle India:nestle_india_new_metric_distance_audit_v2:73:1.000,unknown,watch,GCPL:gcpl_new_metric_distance_audit_v2:10,net_zero_commitment,True
cluster_256,plastic_packaging,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:11,plastic_packaging,False
cluster_257,finished_goods_movement | waste_diverted | waste_diverted_from_landfills,GCPL | Nestle India,2,GCPL:gcpl_new_metric_distance_audit_v2:12<->Nestle India:nestle_india_new_metric_distance_audit_v2:8:0.942 | GCPL:gcpl_new_metric_distance_audit_v2:118<->Nestle India:nestle_india_new_metric_distance_audit_v2:8:0.942 | GCPL:gcpl_new_metric_distance_audit_v2:120<->Nestle India:nestle_india_new_metric_distance_audit_v2:8:0.942 | GCPL:gcpl_new_metric_distance_audit_v2:121<->Nestle India:nestle_india_new_metric_distance_audit_v2:8:0.942,unknown,watch,GCPL:gcpl_new_metric_distance_audit_v2:118,waste_diverted_from_landfills,True
cluster_258,malaria_cases,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:13,malaria_cases,True
cluster_259,dengue_cases,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:14,dengue_cases,True
cluster_260,partnerships_count,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:15,partnerships_count,False
cluster_261,countries,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:16,countries,True
cluster_262,fatalities_saved,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:17,fatalities_saved,False
cluster_263,market_share_leadership,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:18,market_share_leadership,True
cluster_264,people_reached,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:19,people_reached,True
cluster_265,risk_goal_weightage,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:20,risk_goal_weightage,False
cluster_266,occupational_health_and_safety_risks,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:21,occupational_health_and_safety_risks,False
cluster_267,products_assessed_for_sustainability,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:22,products_assessed_for_sustainability,True
cluster_268,products_assessed_for_sustainability_target,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:23,products_assessed_for_sustainability_target,False
cluster_269,reporting_frequency,GCPL,1,,duration,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:24,reporting_frequency,True
cluster_270,awards,GCPL,1,,duration,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:25,awards,True
cluster_271,crop_yield_impact_palm_oil,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:26,crop_yield_impact_palm_oil,True
cluster_272,water_withdrawal_high_stress_areas,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:27,water_withdrawal_high_stress_areas,False
cluster_273,financial_impact_water_consumption,GCPL,1,,monetary,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:28,financial_impact_water_consumption,False
cluster_274,rainfall_pattern_baseline,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:29,rainfall_pattern_baseline,True
cluster_275,rainfall_pattern_bau,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:30,rainfall_pattern_bau,True
cluster_276,water_recharged_bau,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:31,water_recharged_bau,True
cluster_277,facilities_with_zero_liquid_discharge,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:32,facilities_with_zero_liquid_discharge,False
cluster_278,brand_perception_survey,GCPL,1,,duration,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:33,brand_perception_survey,True
cluster_279,consumer_relevance,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:34,consumer_relevance,False
cluster_280,consumer_relevance,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:35,consumer_relevance,False
cluster_281,rural_substockist_network,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:36,rural_substockist_network,True
cluster_282,frontline_salesforce_moved_to_third_party_payroll,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:37,frontline_salesforce_moved_to_third_party_payroll,True
cluster_283,states_expanded,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:38,states_expanded,True
cluster_284,top_towns_in_Bangladesh,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:39,top_towns_in_Bangladesh,True
cluster_285,operational_efficiencies,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:40,operational_efficiencies,True
cluster_286,technology_in_consumer_insights,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:41,technology_in_consumer_insights,False
cluster_287,waste_to_landfill,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:42,waste_to_landfill,False
cluster_288,ghg_emission_intensity,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:43,ghg_emission_intensity,False
cluster_289,plastic_neutral,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:44,plastic_neutral,False
cluster_290,india_skus,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:45,india_skus,False
cluster_291,sku_rationalisation,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:46,sku_rationalisation,False
cluster_292,sku_rationalisation,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:47,sku_rationalisation,False
cluster_293,sku_rationalisation,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:48,sku_rationalisation,False
cluster_294,sku_rationalisation,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:49,sku_rationalisation,False
cluster_295,sku_rationalisation,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:50,sku_rationalisation,True
cluster_296,packing_materials_sourcing,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:51,packing_materials_sourcing,False
cluster_297,obsolete_stock_provisions,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:52,obsolete_stock_provisions,True
cluster_298,overall_equipment_effectiveness,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:53,overall_equipment_effectiveness,True
cluster_299,overall_equipment_effectiveness,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:54,overall_equipment_effectiveness,True
cluster_300,product_green_ratio,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:55,product_green_ratio,False
cluster_301,automation_project_count,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:56,automation_project_count,True
cluster_302,automation_project_count,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:57,automation_project_count,True
cluster_303,plastic_recyclability,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:58,plastic_recyclability,False
cluster_304,pre_post_consumer_plastic_recycling,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:59,pre_post_consumer_plastic_recycling,False
cluster_305,green_initiatives,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:60,green_initiatives,True
cluster_306,trees,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:61,trees,False
cluster_307,solar_rooftop_power_plants,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:62,solar_rooftop_power_plants,False
cluster_308,clean_energy,GCPL,1,,monetary,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:63,clean_energy,False
cluster_309,renewable_energy_portfolios,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:64,renewable_energy_portfolios,False
cluster_310,renewable_energy_portfolios,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:65,renewable_energy_portfolios,False
cluster_311,rainwater_harvesting | rainwater_harvesting_potential,GCPL | ITC,2,GCPL:gcpl_new_metric_distance_audit_v2:66<->ITC:itc_new_metric_distance_audit_applied:425:0.869,volume,watch,GCPL:gcpl_new_metric_distance_audit_v2:66,rainwater_harvesting,False
cluster_312,solar_panel_capacity,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:67,solar_panel_capacity,True
cluster_313,power_generation,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:68,power_generation,False
cluster_314,net_zero_commitment,GCPL,1,,duration,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:69,net_zero_commitment,True
cluster_315,ghg_emissions,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:70,ghg_emissions,False
cluster_316,ghg_emissions,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:71,ghg_emissions,False
cluster_317,ghg_emissions,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:72,ghg_emissions,False
cluster_318,ghg_emissions,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:73,ghg_emissions,False
cluster_319,ghg_emissions,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:74,ghg_emissions,False
cluster_320,nox_emissions,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:75,nox_emissions,False
cluster_321,sox_emissions,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:76,sox_emissions,False
cluster_322,others,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:77,others,False
cluster_323,plastic_packaging_consumed | plastic_packaging_consumption | plastic_packaging_footprint,GCPL | Nestle India,2,GCPL:gcpl_new_metric_distance_audit_v2:78<->Nestle India:nestle_india_new_metric_distance_audit_v2:93:0.837 | GCPL:gcpl_new_metric_distance_audit_v2:112<->Nestle India:nestle_india_new_metric_distance_audit_v2:93:0.942,unknown,watch,GCPL:gcpl_new_metric_distance_audit_v2:78,plastic_packaging_footprint,False
cluster_324,plastic_intensity,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:79,plastic_intensity,False
cluster_325,fuel_consumption,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:80,fuel_consumption,False
cluster_326,emissions,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:81,emissions,True
cluster_327,global_warming,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:82,global_warming,False
cluster_328,women_participation_in_labour,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:83,women_participation_in_labour,False
cluster_329,economic_gains_distribution,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:84,economic_gains_distribution,False
cluster_330,economic_gains_distribution,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:85,economic_gains_distribution,False
cluster_331,wealth_distribution,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:86,wealth_distribution,False
cluster_332,wealth_distribution,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:87,wealth_distribution,False
cluster_333,modern_slavery_estimate,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:88,modern_slavery_estimate,True
cluster_334,plastics_recycled,GCPL,1,,weight,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:89,plastics_recycled,False
cluster_335,assessed_operations,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:90,assessed_operations,True
cluster_336,women_workforce,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:91,women_workforce,False
cluster_337,senior_leadership_positions,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:92,senior_leadership_positions,True
cluster_338,HCROI,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:93,HCROI,False
cluster_339,recyclable_plastic,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:94,recyclable_plastic,False
cluster_340,malaria_incidence,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:95,malaria_incidence,True
cluster_341,waste_processed,GCPL,1,,weight,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:96,waste_processed,True
cluster_342,employee_engagement,GCPL | ITC,2,GCPL:gcpl_new_metric_distance_audit_v2:97<->ITC:itc_new_metric_distance_audit_applied:93:1.000 | GCPL:gcpl_new_metric_distance_audit_v2:97<->ITC:itc_new_metric_distance_audit_applied:94:1.000 | GCPL:gcpl_new_metric_distance_audit_v2:99<->ITC:itc_new_metric_distance_audit_applied:93:1.000 | GCPL:gcpl_new_metric_distance_audit_v2:99<->ITC:itc_new_metric_distance_audit_applied:94:1.000,percentage,watch,ITC:itc_new_metric_distance_audit_applied:94,employee_engagement,False
cluster_343,employee_net_promoter_score,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:98,employee_net_promoter_score,False
cluster_344,engagement_data_usage,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:100,engagement_data_usage,False
cluster_345,employee_feedback_sessions,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:101,employee_feedback_sessions,False
cluster_346,ghg_emissions,GCPL | Nestle India,2,GCPL:gcpl_new_metric_distance_audit_v2:102<->Nestle India:nestle_india_new_metric_distance_audit_v2:140:1.000,unknown,watch,Nestle India:nestle_india_new_metric_distance_audit_v2:140,ghg_emissions,True
cluster_347,grid_emission_factor,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:103,grid_emission_factor,False
cluster_348,science_based_target,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:104,science_based_target,True
cluster_349,expected_offsets,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:105,expected_offsets,True
cluster_350,expected_emissions,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:106,expected_emissions,True
cluster_351,emissions,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:107,emissions,True
cluster_352,offsets,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:108,offsets,False
cluster_353,LCA_coverage,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:109,LCA_coverage,False
cluster_354,LCA_coverage,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:110,LCA_coverage,False
cluster_355,recyclable_plastic_share,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:111,recyclable_plastic_share,False
cluster_356,EPR_obligation,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:113,EPR_obligation,True
cluster_357,LCA_count,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:114,LCA_count,False
cluster_358,manufacturing_sites,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:115,manufacturing_sites,True
cluster_359,districts,GCPL | ITC,2,ITC:itc_new_metric_distance_audit_applied:177<->GCPL:gcpl_new_metric_distance_audit_v2:116:1.000,unknown,watch,GCPL:gcpl_new_metric_distance_audit_v2:116,districts,True
cluster_360,people_reached,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:119,people_reached,False
cluster_361,medical_camps_access_provided,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:122,medical_camps_access_provided,False
cluster_362,waste_processing_capacity,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:123,waste_processing_capacity,True
cluster_363,population_served,GCPL,1,,monetary,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:124,population_served,True
cluster_364,number_of_municipalities,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:125,number_of_municipalities,False
cluster_365,number_of_meetings,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:126,number_of_meetings,True
cluster_366,overall_business_top_line,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:127,overall_business_top_line,True
cluster_367,south_cluster_growth,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:128,south_cluster_growth,True
cluster_368,us_market_growth,GCPL,1,,percentage,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:129,us_market_growth,True
cluster_369,total_compensation,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:130,total_compensation,False
cluster_370,long_term_incentive_plan_duration,GCPL,1,,duration,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:131,long_term_incentive_plan_duration,True
cluster_371,number_of_permanent_employees,GCPL,1,,count,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:132,number_of_permanent_employees,False
cluster_372,total_expense_on_energy_savings_initiatives,GCPL,1,,unknown,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:133,total_expense_on_energy_savings_initiatives,False
cluster_373,energy_saving,GCPL,1,,energy,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:134,energy_saving,False
cluster_374,energy_saving,GCPL,1,,energy,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:135,energy_saving,True
cluster_375,energy_saving,GCPL,1,,energy,keep_provisional,GCPL:gcpl_new_metric_distance_audit_v2:136,energy_saving,True
